Lon (deg),Lat (deg),Alt (m),Timestamp (ms UTC Unix),Time,Position Source,SEE_label
-37.6459233,-25.59098374,612451.3832,1524014531941,2018-04-18 1:22:11,onboard,0
-53.78860873,-7.169395357,590758.2665,1523976315409,2018-04-17 14:45:15,onboard,0
-51.66545143,-17.43854605,593856.26,1523976149584,2018-04-17 14:42:29,onboard,0
-51.3417153,-18.96759992,583203.6646,1523976124861,2018-04-17 14:42:04,onboard,0
167.3744799,-60.14310622,628085.9724,1523962910719,2018-04-17 11:01:50,onboard,0
-60.8495309,-31.87423992,614782.1376,1523933447537,2018-04-17 2:50:47,onboard,0
-57.80551358,-18.73855336,608988.7394,1523933233672,2018-04-17 2:47:13,onboard,0
-34.80465118,-23.98898997,598739.7147,1523927520046,2018-04-17 1:12:00,onboard,0
-32.41708041,-12.94984399,594341.6416,1523927340759,2018-04-17 1:09:00,onboard,0
-10.23768295,-22.20454373,609891.3555,1523921692051,2018-04-16 23:34:52,onboard,0
-143.1191018,-72.84587453,625052.8037,1523917240102,2018-04-16 22:20:40,onboard,0
-83.03983078,-77.52110773,628635.0123,1523905552765,2018-04-16 19:05:52,onboard,0
43.07346926,66.24936388,588035.4434,1523827455210,2018-04-15 21:24:15,onboard,0
55.67017642,-52.83840122,611791.9832,1523817811231,2018-04-15 18:43:31,onboard,0
-23.58556407,-12.61468865,594488.3507,1523796457191,2018-04-15 12:47:37,onboard,0
-56.68835216,-34.83415584,615106.159,1523759524044,2018-04-15 2:32:04,onboard,0
-55.77794795,-31.303266,613603.7837,1523759466360,2018-04-15 2:31:06,onboard,0
-32.35224103,-34.17618578,615807.6016,1523753714340,2018-04-15 0:55:14,onboard,0
-29.50968188,-22.3886446,597966.0598,1523753522184,2018-04-15 0:52:02,onboard,0
-65.29141531,-31.18780212,605060.8284,1523720768430,2018-04-14 15:46:08,onboard,0
-64.02423823,-36.05945434,606789.4947,1523720689035,2018-04-14 15:44:49,onboard,0
-41.19624566,-73.0398691,625285.4262,1523720068347,2018-04-14 15:34:28,onboard,0
-40.95509654,-73.17212078,625367.4554,1523720065936,2018-04-14 15:34:25,onboard,0
-40.95509654,-73.17212078,625367.4554,1523720065936,2018-04-14 15:34:25,onboard,0
-40.95499576,-73.17217557,625367.4994,1523720065935,2018-04-14 15:34:25,onboard,0
160.1971104,76.89990602,599337.6054,1523717090934,2018-04-14 14:44:50,onboard,0
-54.50487093,-35.43220855,615670.6153,1523672548128,2018-04-14 2:22:28,onboard,0
-50.98467762,-21.35511691,608578.0304,1523672318385,2018-04-14 2:18:38,onboard,0
-27.06142872,-22.25919017,609525.5378,1523666534208,2018-04-14 0:42:14,onboard,0
170.6283344,82.44265574,597315.3448,1523641529406,2018-04-13 17:45:29,onboard,0
-67.46692058,-10.11277023,591839.1331,1523634116927,2018-04-13 15:41:56,onboard,0
-43.2648529,-10.46652641,594863.9219,1523628319284,2018-04-13 14:05:19,onboard,0
-42.73514978,-13.04212197,593879.0573,1523628277678,2018-04-13 14:04:37,onboard,0
-42.73513694,-13.04218387,593879.1186,1523628277677,2018-04-13 14:04:37,onboard,0
-42.05081042,-16.31195342,595370.5907,1523628224814,2018-04-13 14:03:44,onboard,0
151.7733462,24.10197691,596935.1209,1523625189915,2018-04-13 13:13:09,onboard,0
-74.238613,-28.13778312,611443.5823,1523591241819,2018-04-13 3:47:21,onboard,0
161.5922691,-76.16806736,615745.864,1523586631281,2018-04-13 2:30:31,onboard,0
-47.9887688,-18.91938322,608574.9317,1523585292821,2018-04-13 2:08:12,onboard,0
-47.56624059,-16.95019386,606994.073,1523585260870,2018-04-13 2:07:40,onboard,0
-27.15259671,-33.25545436,614440.231,1523579721113,2018-04-13 0:35:21,onboard,0
-24.96281431,-24.33795873,596586.191,1523579578603,2018-04-13 0:32:58,onboard,0
-61.67967432,-25.70893464,602413.9569,1523546885744,2018-04-12 15:28:05,onboard,0
-40.85804554,-10.18915035,594645.6521,1523541337941,2018-04-12 13:55:37,onboard,0
83.13241149,62.42230824,591722.8551,1523507723304,2018-04-12 4:35:23,onboard,0
-48.62760158,-32.29574356,601816.0126,1523498524538,2018-04-12 2:02:04,onboard,0
25.02902589,-72.53495784,629256.7652,1523476002891,2018-04-11 19:46:42,onboard,0
-60.83737927,-18.42662049,597931.9133,1523460017963,2018-04-11 15:20:17,onboard,0
-33.88621156,-30.57959892,605107.2895,1523454021732,2018-04-11 13:40:21,onboard,0
-67.97905555,-22.36124209,609804.6581,1523417175819,2018-04-11 3:26:15,onboard,0
-67.97905555,-22.36124209,609804.6581,1523417175819,2018-04-11 3:26:15,onboard,0
-67.96808456,-22.31176779,609921.4503,1523417175015,2018-04-11 3:26:15,onboard,1
-66.16283925,-13.91536218,606500.3878,1523417038737,2018-04-11 3:23:58,onboard,1
-22.24055959,-33.20083442,614300.1343,1523405754396,2018-04-11 0:15:54,onboard,1
-172.6467354,82.35048266,583560.1542,1523380552413,2018-04-10 17:15:52,onboard,1
-61.76958468,-1.892005884,591971.5611,1523373299333,2018-04-10 15:14:59,onboard,1
-58.6570416,-17.10198365,597998.3155,1523373054309,2018-04-10 15:10:54,onboard,1
-55.82945476,-29.59799452,604652.5125,1523372850901,2018-04-10 15:07:30,onboard,1
-54.81356597,-33.63363029,607650.3379,1523372785170,2018-04-10 15:06:25,onboard,1
-7.960379156,-79.98228618,618093.047,1523371984185,2018-04-10 14:53:04,onboard,1
-8.990788566,-23.22017004,601015.9985,1523361356515,2018-04-10 11:55:56,onboard,1
-70.50631609,-41.31305248,619065.2514,1523330499594,2018-04-10 3:21:39,onboard,1
-68.46075605,-34.48185208,614312.113,1523330387436,2018-04-10 3:19:47,onboard,1
-45.9599924,-40.48556926,618008.2217,1523324686673,2018-04-10 1:44:46,onboard,1
-43.18797207,-30.24988646,600197.5035,1523324519252,2018-04-10 1:41:59,onboard,1
-39.88892621,-15.62163604,593167.0514,1523324281458,2018-04-10 1:38:01,onboard,1
-19.11864555,60.37816252,594879.7808,1523323045512,2018-04-10 1:17:25,onboard,0
-19.11864555,60.37816252,594879.7808,1523323045512,2018-04-10 1:17:25,onboard,0
-19.11864555,60.37816252,594879.7808,1523323045512,2018-04-10 1:17:25,onboard,0
-18.05303663,-26.15921231,610330.7672,1523318653659,2018-04-10 0:04:13,onboard,0
-43.12116475,-82.09862147,630854.9133,1523308045079,2018-04-09 21:07:25,onboard,0
-81.30593042,-12.57513792,596182.3841,1523291940156,2018-04-09 16:39:00,onboard,0
-12.68341378,-81.69262248,632210.5384,1523290746019,2018-04-09 16:19:06,onboard,0
-58.15273439,-7.45647541,595873.6468,1523286223711,2018-04-09 15:03:43,onboard,0
-33.75629853,-8.772132028,594492.7622,1523280403554,2018-04-09 13:26:43,onboard,0
-98.93779775,73.66307572,597687.7632,1523259027405,2018-04-09 7:30:27,onboard,0
-63.22179833,-23.1235974,609701.0427,1523243216343,2018-04-09 3:06:56,onboard,0
-62.78309994,-21.15657355,607046.5385,1523243184384,2018-04-09 3:06:24,onboard,0
146.2150905,-50.18277167,617968.4794,1523239131219,2018-04-09 1:58:51,onboard,0
-48.16756392,-52.98190547,624318.5447,1523237907343,2018-04-09 1:38:27,onboard,0
-42.82651804,-38.19102817,616387.5149,1523237663118,2018-04-09 1:34:23,onboard,0
-39.32864472,-24.34529711,596829.426,1523237437191,2018-04-09 1:30:37,onboard,0
-37.52961658,-16.09935034,605592.1573,1523237303326,2018-04-09 1:28:23,onboard,0
-37.5296035,-16.09928868,605591.98,1523237303325,2018-04-09 1:28:23,onboard,0
-38.1924704,-71.38031507,630796.1915,1523232421242,2018-04-09 0:07:01,onboard,0
77.79406197,81.10422032,596106.3798,1523224070090,2018-04-08 21:47:50,onboard,0
77.79440754,81.10425282,596106.4641,1523224070089,2018-04-08 21:47:50,onboard,0
-179.3077144,69.47208699,581543.1525,1523223685576,2018-04-08 21:41:25,onboard,0
0.1952623906,-82.20026401,633042.6323,1523203735124,2018-04-08 16:08:55,onboard,0
-69.49075556,49.51730876,577962.0653,1523200160334,2018-04-08 15:09:20,onboard,0
-53.89750781,-16.31187405,598396.1493,1523199094834,2018-04-08 14:51:34,onboard,0
-14.48294789,-61.8438907,624988.1837,1523192548263,2018-04-08 13:02:28,onboard,0
-65.05225781,-40.05097896,604778.0557,1523156506551,2018-04-08 3:01:46,onboard,0
-62.539237,-30.7595523,611655.925,1523156351178,2018-04-08 2:59:11,onboard,0
-58.40009053,-12.2160113,602942.0859,1523156049879,2018-04-08 2:54:09,onboard,0
-36.33088729,-21.97268839,595205.5421,1523150412642,2018-04-08 1:20:12,onboard,0
7.007886145,-41.49466586,619264.0228,1523139129699,2018-04-07 22:12:09,onboard,0
7.007886145,-41.49466586,619264.0228,1523139129699,2018-04-07 22:12:09,onboard,0
57.59145584,-33.42573492,613064.9154,1523127402957,2018-04-07 18:56:42,onboard,0
-51.38128484,-16.57479648,587552.0862,1523112104646,2018-04-07 14:41:44,onboard,0
-51.38128484,-16.57479648,587552.0862,1523112104646,2018-04-07 14:41:44,onboard,0
-50.38648709,-21.16296877,601954.1828,1523112030280,2018-04-07 14:40:30,onboard,0
-48.08197923,-31.07202585,595426.5027,1523111869275,2018-04-07 14:37:49,onboard,0
-54.71453878,68.29632546,592933.0384,1523107688877,2018-04-07 13:28:08,onboard,0
-117.6163098,73.93351959,595563.8201,1523090846082,2018-04-07 8:47:26,onboard,0
-35.10894965,-27.37912984,609224.7398,1523063514504,2018-04-07 1:11:54,onboard,0
-69.39510266,-32.50599968,606838.1408,1523030655828,2018-04-06 16:04:15,onboard,0
-47.86531396,-21.41711653,602820.8625,1523025040089,2018-04-06 14:30:40,onboard,0
-45.7758148,-30.39606938,608724.7973,1523024894164,2018-04-06 14:28:14,onboard,0
102.0319557,-76.13663015,631061.9927,1523023742433,2018-04-06 14:09:02,onboard,0
-81.84399265,-30.98179508,611064.5122,1522988185131,2018-04-06 4:16:25,onboard,0
-58.48550171,-34.16575672,600737.9429,1522982437938,2018-04-06 2:40:37,onboard,0
-55.94595176,-23.65130983,608367.9348,1522982266686,2018-04-06 2:37:46,onboard,0
-172.0089516,69.50689085,594965.7453,1522962730291,2018-04-05 21:12:10,onboard,0
-70.02046877,-19.33550537,601564.7769,1522943886741,2018-04-05 15:58:06,onboard,0
95.3182348,-81.68984618,631347.632,1522931090679,2018-04-05 12:24:50,onboard,1
0.2686147537,66.62560877,592874.4652,1522922087488,2018-04-05 9:54:47,onboard,1
40.6994065,-61.01809479,624405.9555,1522920003318,2018-04-05 9:20:03,onboard,1
-55.32625783,-31.42158059,612095.0512,1522895406949,2018-04-05 2:30:06,onboard,1
-54.30858447,-27.23857174,608662.8772,1522895338809,2018-04-05 2:28:58,onboard,1
-52.80350352,-20.63409341,593064.0648,1522895231476,2018-04-05 2:27:11,onboard,1
-52.33725695,-18.46517786,603609.3304,1522895196300,2018-04-05 2:26:36,onboard,1
81.72083197,80.45869389,594767.611,1522876146927,2018-04-04 21:09:06,onboard,1
146.1169639,69.49982457,593711.4026,1522853167002,2018-04-04 14:46:07,onboard,1
-41.25496241,-28.7130457,608448.4306,1522850949165,2018-04-04 14:09:09,onboard,1
0.1366133604,-67.55884518,615791.1274,1522844505909,2018-04-04 12:21:45,onboard,1
31.7904149,-30.97932532,608650.3939,1522833515229,2018-04-04 9:18:35,onboard,1
-73.9174969,-17.93366668,591230.278,1522814000542,2018-04-04 3:53:20,onboard,1
-15.69031237,80.04406948,582806.3276,1522812370431,2018-04-04 3:26:10,onboard,1
85.77789582,75.50847405,582370.8558,1522812065313,2018-04-04 3:21:05,onboard,1
-50.0444755,-19.26197098,604487.9645,1522808222997,2018-04-04 2:17:02,onboard,1
-49.93285186,-18.7670505,591653.2093,1522808214957,2018-04-04 2:16:54,onboard,1
-108.5164924,56.32099852,592001.5108,1522776940766,2018-04-03 17:35:40,onboard,1
-41.07034095,-18.61924119,603208.1097,1522764125406,2018-04-03 14:02:05,onboard,1
-33.73534128,-46.39639103,616583.3061,1522763672156,2018-04-03 13:54:32,onboard,1
68.56801844,-59.06578146,623759.6963,1522740266907,2018-04-03 7:24:26,onboard,1
-74.11693188,-29.68506499,597574.2834,1522727204121,2018-04-03 3:46:44,onboard,1
-73.11147128,-25.41009465,609189.1093,1522727134572,2018-04-03 3:45:34,onboard,1
-72.73704708,-23.77788274,605754.7875,1522727108040,2018-04-03 3:45:08,onboard,1
-65.84019288,9.362031285,592084.3663,1522726572978,2018-04-03 3:36:12,onboard,1
-92.65235732,-78.55375662,630271.5228,1522699323007,2018-04-02 20:02:03,onboard,0
-65.86804073,-3.64042297,584724.843,1522683182103,2018-04-02 15:33:02,onboard,0
-64.5550219,-10.13090549,599850.0128,1522683077181,2018-04-02 15:31:17,onboard,0
-64.5550219,-10.13090549,599850.0128,1522683077181,2018-04-02 15:31:17,onboard,0
-61.11441361,-26.09892278,595184.5081,1522682818300,2018-04-02 15:26:58,onboard,0
-38.14361656,-20.77720777,605170.578,1522677105672,2018-04-02 13:51:45,onboard,0
-70.13400215,-23.16986843,592896.4568,1522640113029,2018-04-02 3:35:13,onboard,0
-69.26875612,-19.21788043,604386.3357,1522640048915,2018-04-02 3:34:08,onboard,0
-51.42496423,-43.76702999,616164.4787,1522634650251,2018-04-02 2:04:10,onboard,0
-48.21781795,-32.55694464,610006.153,1522634466738,2018-04-02 2:01:06,onboard,0
-47.34998136,-29.06623624,607736.1898,1522634409856,2018-04-02 2:00:09,onboard,0
-46.36712775,-24.88917636,606267.0797,1522634341917,2018-04-02 1:59:01,onboard,0
-35.39401913,-22.06422212,605733.2866,1522590098601,2018-04-01 13:41:38,onboard,0
-29.26862503,82.21407651,595348.4076,1522562935868,2018-04-01 6:08:55,onboard,0
117.6330019,-50.33442636,608259.2683,1522554840990,2018-04-01 3:54:00,onboard,0
-73.55055116,-45.06599693,616435.7749,1522553484040,2018-04-01 3:31:24,onboard,0
-69.76566084,-32.00635479,597800.2207,1522553270175,2018-04-01 3:27:50,onboard,0
-44.42831866,-27.15292921,605845.4307,1522547392534,2018-04-01 1:49:52,onboard,1
-44.25465382,-26.41107667,606266.5225,1522547380473,2018-04-01 1:49:40,onboard,1
-19.4867816,-23.78411805,604372.6036,1522541538810,2018-04-01 0:12:18,onboard,1
-19.46442488,-23.68557962,604217.733,1522541537210,2018-04-01 0:12:17,onboard,1
-19.46442488,-23.68557962,604217.733,1522541537210,2018-04-01 0:12:17,onboard,1
-79.08802016,-31.29651846,611502.0251,1522514560389,2018-03-31 16:42:40,onboard,1
-58.63065594,-14.93858204,602008.7857,1522509027060,2018-03-31 15:10:27,onboard,1
-57.75695332,-19.04264196,604309.2414,1522508960529,2018-03-31 15:09:20,onboard,1
-57.37037033,-20.81326895,606861.0286,1522508931786,2018-03-31 15:08:51,onboard,1
-32.24929092,-25.07218804,607053.3815,1522503063591,2018-03-31 13:31:03,onboard,0
150.522767,-19.91112173,601856.8765,1522500882339,2018-03-31 12:54:42,onboard,0
-147.6907835,74.41771965,593283.2726,1522493537196,2018-03-31 10:52:17,onboard,0
87.31438548,-79.67265205,630663.8782,1522484732592,2018-03-31 8:25:32,onboard,0
-68.26752138,-35.66147237,611868.1498,1522466344116,2018-03-31 3:19:04,onboard,0
-65.35525827,-23.81095958,603756.2884,1522466151147,2018-03-31 3:15:51,onboard,0
-64.30590995,-19.06506851,601325.1906,1522466074165,2018-03-31 3:14:34,onboard,0
-64.30590995,-19.06506851,601325.1906,1522466074165,2018-03-31 3:14:34,onboard,0
-45.30355254,-39.91041827,613991.8742,1522460614602,2018-03-31 1:43:34,onboard,0
72.54422492,-48.86200142,618085.6486,1522431766479,2018-03-30 17:42:46,onboard,0
-77.73907454,-26.68209309,610834.3081,1522427649396,2018-03-30 16:34:09,onboard,0
-56.68940646,-12.42331426,602268.1201,1522422081696,2018-03-30 15:01:21,onboard,0
-52.93980171,-29.3453773,611316.6982,1522421806929,2018-03-30 14:56:46,onboard,0
-64.56780479,-30.88964351,608701.4586,1522379280153,2018-03-30 3:08:00,onboard,0
-63.94327384,-28.33449616,605466.5013,1522379238547,2018-03-30 3:07:18,onboard,0
-61.86851549,-19.21069727,589089.5292,1522379090409,2018-03-30 3:04:50,onboard,0
-42.62247432,-39.17203491,612799.6417,1522373616375,2018-03-30 1:33:36,onboard,0
-41.58239338,-35.44772344,610702.6521,1522373555472,2018-03-30 1:32:35,onboard,0
-38.02005776,-20.63291086,602369.5436,1522373314473,2018-03-30 1:28:34,onboard,0
136.931097,65.45217297,593812.5676,1522371158949,2018-03-30 0:52:38,onboard,0
-50.60701727,-28.80005532,611099.3003,1522334829606,2018-03-29 14:47:09,onboard,0
-61.86465196,-29.93327964,606486.3732,1522292278337,2018-03-29 2:57:58,onboard,0
-26.07212707,-19.61048049,605952.8614,1522242193559,2018-03-28 13:03:13,onboard,0
-60.06341215,-32.58325711,608304.3053,1522205335385,2018-03-28 2:48:55,onboard,0
-57.18358143,-20.31484726,603078.1057,1522205136006,2018-03-28 2:45:36,onboard,0
-109.0372041,74.20345977,595933.4898,1522168344551,2018-03-27 16:32:24,onboard,0
-47.50398507,-20.83492029,606762.1802,1522160986545,2018-03-27 14:29:46,onboard,0
-45.5152652,-29.46086608,610562.8792,1522160846247,2018-03-27 14:27:26,onboard,0
-44.42875868,-33.77301571,613786.4482,1522160775897,2018-03-27 14:26:15,onboard,0
12.74915913,-58.02234349,625525.6029,1522148777603,2018-03-27 11:06:17,onboard,0
-58.73750763,-36.90994724,597739.4027,1522118419775,2018-03-27 2:40:19,onboard,0
17.77410706,-71.57634787,615546.5713,1522095804255,2018-03-26 20:23:24,onboard,0
29.33191807,-59.03230478,621631.491,1522095588792,2018-03-26 20:19:48,onboard,0
-47.78559029,-7.733721694,603085.0783,1522074212633,2018-03-26 14:23:32,onboard,0
-45.73513344,-17.62211108,605063.5126,1522074052437,2018-03-26 14:20:52,onboard,0
-45.04011918,-20.82934069,606690.2016,1522074000378,2018-03-26 14:20:00,onboard,0
-44.76614372,-22.06692169,607957.6322,1522073980278,2018-03-26 14:19:40,onboard,0
-55.40196757,-33.62557505,607546.5498,1522031379943,2018-03-26 2:29:39,onboard,0
-55.40196757,-33.62557505,607546.5498,1522031379943,2018-03-26 2:29:39,onboard,0
-55.3246932,-33.32921722,606853.5874,1522031375112,2018-03-26 2:29:35,onboard,0
-51.36661741,-16.20757402,585741.6794,1522031097130,2018-03-26 2:24:57,onboard,0
63.19546252,82.3483569,597586.2078,1522023611084,2018-03-26 0:20:11,onboard,0
179.4387859,-53.88100986,618648.2669,1521973721477,2018-03-25 10:28:41,onboard,0
38.47593426,80.68100936,596451.8803,1521953915140,2018-03-25 4:58:35,onboard,0
-50.55752802,-23.7712238,588579.7429,1521944232778,2018-03-25 2:17:12,onboard,0
-19.29925178,70.11587809,593164.3457,1521942701951,2018-03-25 1:51:41,onboard,0
-82.30142171,-55.71303679,618106.1846,1521863568855,2018-03-24 3:52:48,onboard,0
105.7092277,62.53249516,596675.2943,1521860790234,2018-03-24 3:06:30,onboard,0
103.388625,69.65191681,593214.0845,1521826728373,2018-03-23 17:38:48,onboard,0
115.7138894,76.23523059,594482.5007,1521826608974,2018-03-23 17:36:48,onboard,1
-61.55405559,-21.25796033,609021.6691,1521818832092,2018-03-23 15:27:12,onboard,1
-59.75687132,-29.53513743,613141.9484,1521818697614,2018-03-23 15:24:57,onboard,0
66.44453086,-82.26651677,629789.8464,1521811895574,2018-03-23 13:31:35,onboard,0
-71.41112471,-30.6557648,603902.7501,1521776170838,2018-03-23 3:36:10,onboard,0
-46.72943729,-28.53110452,601515.6377,1521770337216,2018-03-23 1:58:57,onboard,0
-23.28814331,-31.46846891,605745.5811,1521764586003,2018-03-23 0:23:06,onboard,0
-60.0680442,-17.45754313,607178.5059,1521731907624,2018-03-22 15:18:27,onboard,0
-58.38946679,-25.05163502,610705.0301,1521731784210,2018-03-22 15:16:24,onboard,0
-55.13771996,-37.91098888,618559.0051,1521731574370,2018-03-22 15:12:54,onboard,0
-37.9210949,-7.379631235,592366.1409,1521726271786,2018-03-22 13:44:31,onboard,0
-37.9210949,-7.379631235,592366.1409,1521726271786,2018-03-22 13:44:31,onboard,0
-143.5725142,-74.10727219,626274.8675,1521701511203,2018-03-22 6:51:51,onboard,0
-43.58161706,-25.63352774,599458.0134,1521683303814,2018-03-22 1:48:23,onboard,0
-19.96271694,-27.98358722,589370.8763,1521677542952,2018-03-22 0:12:22,onboard,0
-83.43518459,-9.436042691,604427.6381,1521650850356,2018-03-21 16:47:30,onboard,0
-82.67528337,-13.13221815,605787.9467,1521650790456,2018-03-21 16:46:30,onboard,0
-169.4158066,46.88494759,588062.3016,1521629939519,2018-03-21 10:58:59,onboard,0
-43.183864,-34.06057803,603625.7704,1521596454528,2018-03-21 1:40:54,onboard,0
83.30622518,66.60986274,593113.0736,1521571621178,2018-03-20 18:47:01,onboard,1
-54.29703661,-21.31838663,609489.0672,1521557871974,2018-03-20 14:57:51,onboard,1
-29.42949467,-24.07725731,599659.7212,1521552027899,2018-03-20 13:20:27,onboard,1
-64.09630659,-30.98532492,601342.0493,1521515217163,2018-03-20 3:06:57,onboard,1
145.7603831,-46.36790738,620596.9968,1521511069527,2018-03-20 1:57:49,onboard,1
-78.5940358,-8.998286226,593356.9282,1521476884451,2018-03-19 16:28:04,onboard,0
-76.97096033,-16.80605018,609827.7813,1521476757821,2018-03-19 16:25:57,onboard,0
-56.17847955,-0.3052729193,604251.8017,1521471226100,2018-03-19 14:53:46,onboard,0
-54.45645848,-8.858212867,606487.7408,1521471087611,2018-03-19 14:51:27,onboard,0
-54.35554255,-9.354523362,605578.1933,1521471079571,2018-03-19 14:51:19,onboard,0
-50.84418423,-25.68091748,612025.7114,1521470814453,2018-03-19 14:46:54,onboard,0
-119.3172166,36.71869372,586222.7329,1521444534507,2018-03-19 7:28:54,onboard,0
-165.6637415,-39.39815588,619677.9441,1521412599425,2018-03-18 22:36:39,onboard,0
-155.395139,77.48905201,597721.6661,1521374255460,2018-03-18 11:57:35,onboard,0
6.426420522,-48.35611296,621156.3074,1521371858133,2018-03-18 11:17:38,onboard,0
49.95476159,-32.52867395,613993.6517,1521360516707,2018-03-18 8:08:36,onboard,0
-80.0102532,-16.39469096,593973.5295,1521346806900,2018-03-18 4:20:06,onboard,0
-59.58298973,-32.64451652,601319.1072,1521341271159,2018-03-18 2:47:51,onboard,0
-57.86103383,-25.54145396,597159.8056,1521341155785,2018-03-18 2:45:55,onboard,0
-57.86103383,-25.54145396,597159.8056,1521341155785,2018-03-18 2:45:55,onboard,0
-56.3734871,-18.86374657,594253.692,1521341047649,2018-03-18 2:44:07,onboard,0
-55.80948732,-16.24058282,581091.8826,1521341005235,2018-03-18 2:43:25,onboard,1
-36.4184261,-36.416654,604347.2504,1521335533613,2018-03-18 1:12:13,onboard,1
-34.94704704,-30.76445176,600726.1287,1521335441562,2018-03-18 1:10:41,onboard,1
-74.66021744,-4.037419261,603873.0849,1521302991312,2018-03-17 16:09:51,onboard,1
-70.97393017,-21.70750648,611132.3547,1521302704686,2018-03-17 16:05:04,onboard,1
-69.66544258,-27.4262598,613437.9475,1521302611622,2018-03-17 16:03:31,onboard,1
82.75579135,-51.82359811,623431.9302,1521267416523,2018-03-17 6:16:56,onboard,1
-53.11126379,-15.12159823,592146.4775,1521254000577,2018-03-17 2:33:20,onboard,1
-51.82230642,-8.870309185,589324.4253,1521253899674,2018-03-17 2:31:39,onboard,1
-50.91645389,-82.43702495,626350.9014,1521232012382,2018-03-16 20:26:52,onboard,1
-48.64250052,-82.43908712,626094.2791,1521232007558,2018-03-16 20:26:47,onboard,1
-47.24636605,-7.91137253,606826.8068,1521210142578,2018-03-16 14:22:22,onboard,0
-44.45590291,-21.19004915,610164.0024,1521209927105,2018-03-16 14:18:47,onboard,0
-42.17841764,-30.97740232,602554.172,1521209767714,2018-03-16 14:16:07,onboard,0
25.08838262,-79.23855965,615807.9873,1521203141144,2018-03-16 12:25:41,onboard,0
57.93750902,-82.23057161,626554.1573,1521203045067,2018-03-16 12:24:05,onboard,0
63.55436837,-57.11149807,625482.1052,1521186140766,2018-03-16 7:42:20,onboard,0
63.55440032,-57.11155779,625482.3061,1521186140765,2018-03-16 7:42:20,onboard,0
-81.63755276,54.21036816,591193.5705,1521177489927,2018-03-16 5:18:09,onboard,0
-54.69037681,59.54147219,580868.425,1521171602436,2018-03-16 3:40:02,onboard,0
-55.9284626,-37.46749165,591517.1673,1521167376411,2018-03-16 2:29:36,onboard,0
105.7595343,76.45287006,602813.4011,1521165144105,2018-03-16 1:52:24,onboard,0
105.7595343,76.45287006,602813.4011,1521165144105,2018-03-16 1:52:24,onboard,0
105.7596877,76.45281899,602813.2026,1521165144104,2018-03-16 1:52:24,onboard,0
145.2052776,67.63888187,599669.1495,1521159186264,2018-03-16 0:13:06,onboard,0
-59.57728545,-75.10537833,626799.2336,1521133635948,2018-03-15 17:07:15,onboard,0
-64.32842931,-29.09681204,613870.6107,1521128610545,2018-03-15 15:43:30,onboard,0
-41.92082477,-21.48968576,611994.0912,1521122935311,2018-03-15 14:08:55,onboard,0
-51.15660058,-28.33314269,601115.3125,1521080243714,2018-03-15 2:17:23,TLE,0
83.03702763,-58.96140993,618390.125,1521045952115,2018-03-14 16:45:52,TLE,0
-64.57073694,-17.00212352,612186.75,1521041818947,2018-03-14 15:36:58,TLE,0
-63.25622605,-22.98508066,614343.75,1521041721260,2018-03-14 15:35:21,TLE,0
-62.16277424,-27.69481199,616136.75,1521041644279,2018-03-14 15:34:04,TLE,0
-62.16277424,-27.69481199,616136.75,1521041644279,2018-03-14 15:34:04,TLE,0
-42.66754971,-6.113504251,608809.625,1521036197378,2018-03-14 14:03:17,TLE,0
15.28906427,-74.96946773,629794.0625,1521029252828,2018-03-14 12:07:32,TLE,0
-141.0334974,66.64227527,596057.888,1521020706109,2018-03-14 9:45:06,onboard,0
-136.0705024,70.94162999,584843.5904,1521020631744,2018-03-14 9:43:51,onboard,0
-49.4231272,-31.48338494,599803.0243,1520993305587,2018-03-14 2:08:25,onboard,0
-49.42311167,-31.48332343,599802.8373,1520993305586,2018-03-14 2:08:25,onboard,0
-49.37324588,-31.28546109,599244.751,1520993302370,2018-03-14 2:08:22,onboard,0
-59.61032659,-28.22798467,601288.0817,1520954650875,2018-03-13 15:24:10,onboard,0
-39.20540969,-11.03345044,606746.4599,1520949131223,2018-03-13 13:52:11,onboard,0
-39.20540969,-11.03345044,606746.4599,1520949131223,2018-03-13 13:52:11,onboard,0
-38.41603769,-14.83815443,607973.2246,1520949069507,2018-03-13 13:51:09,onboard,0
16.64561272,-42.12045656,618342.3561,1520937026392,2018-03-13 10:30:26,onboard,0
-70.74898859,-29.98944237,598640.8093,1520912093747,2018-03-13 3:34:53,onboard,0
122.7940341,60.99361302,594825.3514,1520870024454,2018-03-12 15:53:44,onboard,0
-62.04744244,-5.399793316,606209.6107,1520868034748,2018-03-12 15:20:34,onboard,0
-57.92894751,-24.83998812,611374.1956,1520867719178,2018-03-12 15:15:19,onboard,0
-35.21239268,-18.29963076,611460.827,1520862026457,2018-03-12 13:40:26,onboard,0
-34.90255762,-19.73448338,610269.4317,1520862003140,2018-03-12 13:40:03,onboard,0
-179.394856,70.9614797,596901.007,1520858256098,2018-03-12 12:37:36,onboard,0
-33.10561213,61.45342362,602631.9168,1520857527273,2018-03-12 12:25:27,onboard,0
51.12175897,-60.33707135,625212.3501,1520843938266,2018-03-12 8:38:58,onboard,0
112.7031077,-31.03811695,615508.0828,1520827024316,2018-03-12 3:57:04,onboard,0
113.8054475,-35.30687298,615724.2766,1520826954570,2018-03-12 3:55:54,onboard,0
-65.59282985,-18.18888857,593500.5429,1520824916028,2018-03-12 3:21:56,onboard,0
